playlist_id,playlist_name,playlist_uri,track_id,track_name,track_popularity,track_uri,added_on,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_artist,artist_id,featured_artists,time_added,date_added,hour_added,day_added,artist_genres,artist_popularity,artist_followers
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,1YI6wLnlhRIYCBq5vg2tfx,Smoke & Mirrors,55,spotify:track:1YI6wLnlhRIYCBq5vg2tfx,2018-01-05T16:59:33Z,0.649,0.591,9.0,-11.936,0.0,0.198,0.7190000000000001,0.78,0.122,0.42100000000000004,90.006,audio_features,1YI6wLnlhRIYCBq5vg2tfx,spotify:track:1YI6wLnlhRIYCBq5vg2tfx,https://api.spotify.com/v1/tracks/1YI6wLnlhRIYCBq5vg2tfx,https://api.spotify.com/v1/audio-analysis/1YI6wLnlhRIYCBq5vg2tfx,218507.0,4.0,TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,,16:59:33,2018-01-05,16,5,"chillwave, electra, indietronica, vapor soul, vapor twitch, wonky",58.0,167322.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,64CUMDH563yq2N7K5djR63,Detroit Part 1,43,spotify:track:64CUMDH563yq2N7K5djR63,2018-01-05T20:03:07Z,0.767,0.737,2.0,-9.329,1.0,0.0926,0.0377,0.0866,0.0948,0.2,82.465,audio_features,64CUMDH563yq2N7K5djR63,spotify:track:64CUMDH563yq2N7K5djR63,https://api.spotify.com/v1/tracks/64CUMDH563yq2N7K5djR63,https://api.spotify.com/v1/audio-analysis/64CUMDH563yq2N7K5djR63,291979.0,4.0,Shigeto,48C2RLG6w7o4jAJjCJKZM8,,20:03:07,2018-01-05,20,5,"bass music, indie jazz, intelligent dance music, ninja, wonky",43.0,72614.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,5dkaWDb6X6987eSTMGZUW2,Free Lunch,40,spotify:track:5dkaWDb6X6987eSTMGZUW2,2018-01-06T03:06:37Z,0.879,0.473,7.0,-7.358,1.0,0.187,0.23399999999999999,5.41e-05,0.10400000000000001,0.847,129.99200000000002,audio_features,5dkaWDb6X6987eSTMGZUW2,spotify:track:5dkaWDb6X6987eSTMGZUW2,https://api.spotify.com/v1/tracks/5dkaWDb6X6987eSTMGZUW2,https://api.spotify.com/v1/audio-analysis/5dkaWDb6X6987eSTMGZUW2,196920.0,4.0,Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,,03:06:37,2018-01-06,3,6,"hip hop, pop rap, rap, southern hip hop, underground hip hop",67.0,488065.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,3kpLAy8v1NHnnhhLotODOz,Monday (feat. Photay),37,spotify:track:3kpLAy8v1NHnnhhLotODOz,2018-01-06T05:50:51Z,0.9309999999999999,0.534,8.0,-7.492000000000001,0.0,0.0416,0.506,0.162,0.23199999999999998,0.599,120.041,audio_features,3kpLAy8v1NHnnhhLotODOz,spotify:track:3kpLAy8v1NHnnhhLotODOz,https://api.spotify.com/v1/tracks/3kpLAy8v1NHnnhhLotODOz,https://api.spotify.com/v1/audio-analysis/3kpLAy8v1NHnnhhLotODOz,284288.0,4.0,Photay,1MSxOmIt7uYgvPydd1tU8F,,05:50:51,2018-01-06,5,6,"chillwave, wonky",44.0,26632.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,2RISD4aJrioDB54exm5WWM,Fall in Love,59,spotify:track:2RISD4aJrioDB54exm5WWM,2018-01-06T06:08:46Z,0.627,0.8370000000000001,1.0,-7.162000000000001,1.0,0.36,0.057999999999999996,0.000567,0.32799999999999996,0.504,105.105,audio_features,2RISD4aJrioDB54exm5WWM,spotify:track:2RISD4aJrioDB54exm5WWM,https://api.spotify.com/v1/tracks/2RISD4aJrioDB54exm5WWM,https://api.spotify.com/v1/audio-analysis/2RISD4aJrioDB54exm5WWM,184571.0,4.0,GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,Ciscero,06:08:46,2018-01-06,6,6,"alternative r&b, dmv rap, hip hop, pop rap, rap, underground hip hop",71.0,428011.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,1RiuVQWyC7g7tL3niYzHKP,Marijuana,54,spotify:track:1RiuVQWyC7g7tL3niYzHKP,2018-01-06T09:00:59Z,0.61,0.6729999999999999,10.0,-9.829,0.0,0.22,0.0667,0.775,0.316,0.386,174.06599999999997,audio_features,1RiuVQWyC7g7tL3niYzHKP,spotify:track:1RiuVQWyC7g7tL3niYzHKP,https://api.spotify.com/v1/tracks/1RiuVQWyC7g7tL3niYzHKP,https://api.spotify.com/v1/audio-analysis/1RiuVQWyC7g7tL3niYzHKP,181149.0,4.0,Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM,,09:00:59,2018-01-06,9,6,"chillwave, indietronica, shimmer psych, vapor soul, vapor twitch",57.0,84004.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,5gcR2HprqH5KoM2JoFDgjR,Sour Mango,0,spotify:track:5gcR2HprqH5KoM2JoFDgjR,2018-01-07T08:18:36Z,0.48700000000000004,0.44299999999999995,2.0,-8.852,1.0,0.20800000000000002,0.00038700000000000003,0.00921,0.0431,0.11199999999999999,77.808,audio_features,5gcR2HprqH5KoM2JoFDgjR,spotify:track:5gcR2HprqH5KoM2JoFDgjR,https://api.spotify.com/v1/tracks/5gcR2HprqH5KoM2JoFDgjR,https://api.spotify.com/v1/audio-analysis/5gcR2HprqH5KoM2JoFDgjR,259002.0,4.0,Gabriel Garzón-Montano,1R4GxRuSVTPSb6oy56SPST,,08:18:36,2018-01-07,8,7,"alternative r&b, indie jazz, indie r&b, neo r&b",48.0,48360.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,6eAvbCJnRKJmGZOFUqawke,All Or Nothing,36,spotify:track:6eAvbCJnRKJmGZOFUqawke,2018-01-07T10:49:06Z,0.6990000000000001,0.515,1.0,-8.251,1.0,0.0956,0.261,0.46,0.0963,0.376,142.95,audio_features,6eAvbCJnRKJmGZOFUqawke,spotify:track:6eAvbCJnRKJmGZOFUqawke,https://api.spotify.com/v1/tracks/6eAvbCJnRKJmGZOFUqawke,https://api.spotify.com/v1/audio-analysis/6eAvbCJnRKJmGZOFUqawke,260520.0,4.0,Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM,Angelica Bess,10:49:06,2018-01-07,10,7,"chillwave, indietronica, shimmer psych, vapor soul, vapor twitch",57.0,84004.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,78EmSVed0VidktyCquGnJU,Devolva,36,spotify:track:78EmSVed0VidktyCquGnJU,2018-01-07T14:11:12Z,0.789,0.7829999999999999,10.0,-7.474,0.0,0.18100000000000002,0.369,0.0382,0.503,0.677,130.51,audio_features,78EmSVed0VidktyCquGnJU,spotify:track:78EmSVed0VidktyCquGnJU,https://api.spotify.com/v1/tracks/78EmSVed0VidktyCquGnJU,https://api.spotify.com/v1/audio-analysis/78EmSVed0VidktyCquGnJU,165517.0,4.0,Sango,7e3FtKBIPLrIVm8g1FJMVg,,14:11:12,2018-01-07,14,7,"abstract beats, alternative r&b, indie r&b, neo r&b, trap soul, underground hip hop, vapor twitch",56.0,111811.0
0CMBUh8bgzQsedK6whSnmx,Capcom,spotify:user:125065858:playlist:0CMBUh8bgzQsedK6whSnmx,7tx1TUJrT6qxXFXAELqbev,Thieves In The Night,52,spotify:track:7tx1TUJrT6qxXFXAELqbev,2018-01-11T02:46:42Z,0.79,0.608,1.0,-6.9,1.0,0.275,0.21,0.0,0.0549,0.568,92.147,audio_features,7tx1TUJrT6qxXFXAELqbev,spotify:track:7tx1TUJrT6qxXFXAELqbev,https://api.spotify.com/v1/tracks/7tx1TUJrT6qxXFXAELqbev,https://api.spotify.com/v1/audio-analysis/7tx1TUJrT6qxXFXAELqbev,316933.0,4.0,Black Star,67ei8ib6PLT1w3OkhIb4fB,,02:46:42,2018-01-11,2,4,"alternative hip hop, east coast hip hop, hardcore hip hop, hip hop, pop rap, southern hip hop",51.0,166139.0
