playlist_id,playlist_name,playlist_uri,track_id,track_name,track_artist,featured_artists,track_popularity,track_uri,added_on,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,time_added,date_added,hour_added,day_added,month_added
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,0aULRU35N9kTj6O1xMULRR,Magic Stick,Lil' Kim,,58,spotify:track:0aULRU35N9kTj6O1xMULRR,2017-02-09T10:51:08Z,0.849,0.499,2.0,-7.872,1.0,0.271,0.117,4.97e-05,0.268,0.504,92.982,audio_features,0aULRU35N9kTj6O1xMULRR,spotify:track:0aULRU35N9kTj6O1xMULRR,https://api.spotify.com/v1/tracks/0aULRU35N9kTj6O1xMULRR,https://api.spotify.com/v1/audio-analysis/0aULRU35N9kTj6O1xMULRR,359973.0,4.0,10:51:08,2017-02-09,10,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,3ORfa5ilEthp2U0TRcv7kv,Patiently Waiting,50 Cent,Eminem,65,spotify:track:3ORfa5ilEthp2U0TRcv7kv,2017-02-09T10:51:42Z,0.699,0.688,10.0,-2.426,0.0,0.291,0.276,0.0,0.359,0.537,79.02,audio_features,3ORfa5ilEthp2U0TRcv7kv,spotify:track:3ORfa5ilEthp2U0TRcv7kv,https://api.spotify.com/v1/tracks/3ORfa5ilEthp2U0TRcv7kv,https://api.spotify.com/v1/audio-analysis/3ORfa5ilEthp2U0TRcv7kv,288880.0,4.0,10:51:42,2017-02-09,10,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,6CN3e26iQSj1N5lomh0mfO,Like Toy Soldiers,Eminem,,63,spotify:track:6CN3e26iQSj1N5lomh0mfO,2017-02-09T11:01:31Z,0.671,0.755,1.0,-3.439,0.0,0.268,0.0227,0.000529,0.107,0.387,81.853,audio_features,6CN3e26iQSj1N5lomh0mfO,spotify:track:6CN3e26iQSj1N5lomh0mfO,https://api.spotify.com/v1/tracks/6CN3e26iQSj1N5lomh0mfO,https://api.spotify.com/v1/audio-analysis/6CN3e26iQSj1N5lomh0mfO,296880.0,4.0,11:01:31,2017-02-09,11,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,4JNTpbntShpUpACDUzwHV5,GO!,Common,,53,spotify:track:4JNTpbntShpUpACDUzwHV5,2017-02-09T12:03:08Z,0.842,0.775,10.0,-11.038,0.0,0.222,0.0827,1.41e-05,0.177,0.526,104.959,audio_features,4JNTpbntShpUpACDUzwHV5,spotify:track:4JNTpbntShpUpACDUzwHV5,https://api.spotify.com/v1/tracks/4JNTpbntShpUpACDUzwHV5,https://api.spotify.com/v1/audio-analysis/4JNTpbntShpUpACDUzwHV5,224160.0,4.0,12:03:08,2017-02-09,12,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,6ug1aF09BMclmvs4XCPG5D,So High - Cloud 9 Remix,John Legend,Ms. Lauryn Hill,26,spotify:track:6ug1aF09BMclmvs4XCPG5D,2017-02-09T12:04:46Z,0.582,0.818,5.0,-6.676,0.0,0.268,0.384,0.0,0.169,0.723,178.065,audio_features,6ug1aF09BMclmvs4XCPG5D,spotify:track:6ug1aF09BMclmvs4XCPG5D,https://api.spotify.com/v1/tracks/6ug1aF09BMclmvs4XCPG5D,https://api.spotify.com/v1/audio-analysis/6ug1aF09BMclmvs4XCPG5D,307280.0,4.0,12:04:46,2017-02-09,12,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,5GO4rpfnM2lghVqEulTJUf,They Say,Common,"John Legend, Kanye West",46,spotify:track:5GO4rpfnM2lghVqEulTJUf,2017-02-09T12:08:14Z,0.715,0.701,11.0,-7.571,0.0,0.23,0.21,3.43e-06,0.071,0.817,95.16,audio_features,5GO4rpfnM2lghVqEulTJUf,spotify:track:5GO4rpfnM2lghVqEulTJUf,https://api.spotify.com/v1/tracks/5GO4rpfnM2lghVqEulTJUf,https://api.spotify.com/v1/audio-analysis/5GO4rpfnM2lghVqEulTJUf,237040.0,4.0,12:08:14,2017-02-09,12,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,1eFuyVf8I77imXbGAtJfvF,Certified feat. Bilal,Guru's Jazzmatazz,Bilal,38,spotify:track:1eFuyVf8I77imXbGAtJfvF,2017-02-09T12:16:32Z,0.705,0.734,0.0,-4.718,1.0,0.426,0.0272,2.51e-06,0.191,0.817,112.654,audio_features,1eFuyVf8I77imXbGAtJfvF,spotify:track:1eFuyVf8I77imXbGAtJfvF,https://api.spotify.com/v1/tracks/1eFuyVf8I77imXbGAtJfvF,https://api.spotify.com/v1/audio-analysis/1eFuyVf8I77imXbGAtJfvF,280893.0,5.0,12:16:32,2017-02-09,12,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,5fybLNY2eBRnEGg8SUW6yk,The Light,Common,,57,spotify:track:5fybLNY2eBRnEGg8SUW6yk,2017-02-09T12:16:48Z,0.934,0.649,7.0,-6.465,1.0,0.266,0.114,1.71e-06,0.0807,0.685,97.026,audio_features,5fybLNY2eBRnEGg8SUW6yk,spotify:track:5fybLNY2eBRnEGg8SUW6yk,https://api.spotify.com/v1/tracks/5fybLNY2eBRnEGg8SUW6yk,https://api.spotify.com/v1/audio-analysis/5fybLNY2eBRnEGg8SUW6yk,243587.0,4.0,12:16:48,2017-02-09,12,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,7nDtDxsKJ3fho8xEmU65JJ,Breathe And Stop,Q-Tip,,51,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,2017-02-09T12:17:16Z,0.881,0.83,7.0,-4.563,1.0,0.172,0.0144,0.00771,0.0626,0.765,98.793,audio_features,7nDtDxsKJ3fho8xEmU65JJ,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,https://api.spotify.com/v1/tracks/7nDtDxsKJ3fho8xEmU65JJ,https://api.spotify.com/v1/audio-analysis/7nDtDxsKJ3fho8xEmU65JJ,243867.0,4.0,12:17:16,2017-02-09,12,4,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,18RzOVoUefUG47NviEiX8A,Skills,Gang Starr,,46,spotify:track:18RzOVoUefUG47NviEiX8A,2017-02-28T01:13:01Z,0.868,0.696,5.0,-4.634,0.0,0.233,0.0502,0.0,0.291,0.938,99.643,audio_features,18RzOVoUefUG47NviEiX8A,spotify:track:18RzOVoUefUG47NviEiX8A,https://api.spotify.com/v1/tracks/18RzOVoUefUG47NviEiX8A,https://api.spotify.com/v1/audio-analysis/18RzOVoUefUG47NviEiX8A,200933.0,4.0,01:13:01,2017-02-28,1,2,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,4psCG36I4hy1h3qgG6o03m,React,Erick Sermon,Redman,46,spotify:track:4psCG36I4hy1h3qgG6o03m,2017-02-28T20:58:32Z,0.584,0.894,9.0,-1.605,0.0,0.429,0.176,0.0,0.169,0.786,94.383,audio_features,4psCG36I4hy1h3qgG6o03m,spotify:track:4psCG36I4hy1h3qgG6o03m,https://api.spotify.com/v1/tracks/4psCG36I4hy1h3qgG6o03m,https://api.spotify.com/v1/audio-analysis/4psCG36I4hy1h3qgG6o03m,217840.0,4.0,20:58:32,2017-02-28,20,2,2
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,5u3fqLyDpsWp9y9z6rd4mG,Certified Gangstas - Feat. Cam'ron & Bezel,Cam’ron,Bezel,20,spotify:track:5u3fqLyDpsWp9y9z6rd4mG,2017-09-14T23:26:27Z,0.835,0.479,7.0,-5.824,1.0,0.427,0.0118,0.0,0.301,0.735,86.89,audio_features,5u3fqLyDpsWp9y9z6rd4mG,spotify:track:5u3fqLyDpsWp9y9z6rd4mG,https://api.spotify.com/v1/tracks/5u3fqLyDpsWp9y9z6rd4mG,https://api.spotify.com/v1/audio-analysis/5u3fqLyDpsWp9y9z6rd4mG,249000.0,4.0,23:26:27,2017-09-14,23,4,9
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,4Xtlw8oXkIOvzV7crUBKeZ,Rompe,Daddy Yankee,,65,spotify:track:4Xtlw8oXkIOvzV7crUBKeZ,2017-09-23T23:12:51Z,0.701,0.866,1.0,-5.179,0.0,0.108,0.0793,1.53e-06,0.0617,0.569,176.041,audio_features,4Xtlw8oXkIOvzV7crUBKeZ,spotify:track:4Xtlw8oXkIOvzV7crUBKeZ,https://api.spotify.com/v1/tracks/4Xtlw8oXkIOvzV7crUBKeZ,https://api.spotify.com/v1/audio-analysis/4Xtlw8oXkIOvzV7crUBKeZ,188627.0,4.0,23:12:51,2017-09-23,23,6,9
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,7xXvPyOiFCsB5SSpio5g38,New York,Ja Rule,"Fat Joe, Jadakiss",53,spotify:track:7xXvPyOiFCsB5SSpio5g38,2017-09-23T23:14:49Z,0.542,0.804,11.0,-5.898,0.0,0.453,0.255,0.0,0.0766,0.597,93.06,audio_features,7xXvPyOiFCsB5SSpio5g38,spotify:track:7xXvPyOiFCsB5SSpio5g38,https://api.spotify.com/v1/tracks/7xXvPyOiFCsB5SSpio5g38,https://api.spotify.com/v1/audio-analysis/7xXvPyOiFCsB5SSpio5g38,258213.0,4.0,23:14:49,2017-09-23,23,6,9
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,7HG1O7uimRLS68gJUjjP1W,Baby,LL Cool J,The-Dream,35,spotify:track:7HG1O7uimRLS68gJUjjP1W,2018-04-07T05:46:59Z,0.566,0.817,0.0,-4.586,1.0,0.281,0.0565,0.0,0.119,0.714,100.065,audio_features,7HG1O7uimRLS68gJUjjP1W,spotify:track:7HG1O7uimRLS68gJUjjP1W,https://api.spotify.com/v1/tracks/7HG1O7uimRLS68gJUjjP1W,https://api.spotify.com/v1/audio-analysis/7HG1O7uimRLS68gJUjjP1W,241880.0,4.0,05:46:59,2018-04-07,5,6,4
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,3MjtEd0ssGoErOwjcxdsEX,So Sick - Remix,Ne-Yo,LL Cool J,28,spotify:track:3MjtEd0ssGoErOwjcxdsEX,2018-04-07T05:47:41Z,0.683,0.627,6.0,-6.413,1.0,0.114,0.437,0.0,0.133,0.891,94.986,audio_features,3MjtEd0ssGoErOwjcxdsEX,spotify:track:3MjtEd0ssGoErOwjcxdsEX,https://api.spotify.com/v1/tracks/3MjtEd0ssGoErOwjcxdsEX,https://api.spotify.com/v1/audio-analysis/3MjtEd0ssGoErOwjcxdsEX,263533.0,4.0,05:47:41,2018-04-07,5,6,4
3y49fFPdrFmUasnATCd6uH,Hip-Hop: 2000 - 2006,spotify:playlist:3y49fFPdrFmUasnATCd6uH,0CCDW5SLBppFbtfe2bKwfX,Hush,LL Cool J,7 Aurelius,48,spotify:track:0CCDW5SLBppFbtfe2bKwfX,2018-04-07T05:47:55Z,0.783,0.718,11.0,-6.484,1.0,0.275,0.127,0.0,0.128,0.815,98.976,audio_features,0CCDW5SLBppFbtfe2bKwfX,spotify:track:0CCDW5SLBppFbtfe2bKwfX,https://api.spotify.com/v1/tracks/0CCDW5SLBppFbtfe2bKwfX,https://api.spotify.com/v1/audio-analysis/0CCDW5SLBppFbtfe2bKwfX,214560.0,4.0,05:47:55,2018-04-07,5,6,4
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,5Y77SQxEr1eiofPeUTPHxM,You,Lloyd,Lil Wayne,71,spotify:track:5Y77SQxEr1eiofPeUTPHxM,2016-12-23T21:28:24Z,0.565,0.873,5.0,-5.906,0.0,0.434,0.107,0.0,0.332,0.755,130.422,audio_features,5Y77SQxEr1eiofPeUTPHxM,spotify:track:5Y77SQxEr1eiofPeUTPHxM,https://api.spotify.com/v1/tracks/5Y77SQxEr1eiofPeUTPHxM,https://api.spotify.com/v1/audio-analysis/5Y77SQxEr1eiofPeUTPHxM,273133.0,5.0,21:28:24,2016-12-23,21,5,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,1yo95w2YXMl1GeQGarlqCW,"Deuces Remix - f/Drake, Kanye West & André 3000 - Explicit Version",Chris Brown,"Drake, Kanye West, André 3000",48,spotify:track:1yo95w2YXMl1GeQGarlqCW,2016-12-23T21:27:19Z,0.72,0.65,5.0,-5.156,0.0,0.245,0.306,0.0,0.0836,0.253,147.955,audio_features,1yo95w2YXMl1GeQGarlqCW,spotify:track:1yo95w2YXMl1GeQGarlqCW,https://api.spotify.com/v1/tracks/1yo95w2YXMl1GeQGarlqCW,https://api.spotify.com/v1/audio-analysis/1yo95w2YXMl1GeQGarlqCW,339013.0,4.0,21:27:19,2016-12-23,21,5,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,53G2S1Xua07u4S8sKSPSnc,Thank You,Busta Rhymes,"Q-Tip, Kanye West, Lil Wayne",35,spotify:track:53G2S1Xua07u4S8sKSPSnc,2016-12-23T22:55:41Z,0.661,0.835,4.0,-5.937,0.0,0.249,0.035,2.66e-05,0.0745,0.562,105.1,audio_features,53G2S1Xua07u4S8sKSPSnc,spotify:track:53G2S1Xua07u4S8sKSPSnc,https://api.spotify.com/v1/tracks/53G2S1Xua07u4S8sKSPSnc,https://api.spotify.com/v1/audio-analysis/53G2S1Xua07u4S8sKSPSnc,241013.0,4.0,22:55:41,2016-12-23,22,5,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,3iL2l5gUqyPS6vDwJFgJTR,BedRock,Young Money,Lloyd,71,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,2016-12-28T18:49:14Z,0.732,0.659,8.0,-6.089,1.0,0.225,0.109,0.0,0.141,0.575,148.001,audio_features,3iL2l5gUqyPS6vDwJFgJTR,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,288133.0,4.0,18:49:14,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,2RwFo57JjznjveEqvBuRJX,Successful,Drake,Lil Wayne,53,spotify:track:2RwFo57JjznjveEqvBuRJX,2016-12-28T18:52:11Z,0.704,0.419,8.0,-7.984,1.0,0.392,0.501,0.0,0.103,0.222,159.299,audio_features,2RwFo57JjznjveEqvBuRJX,spotify:track:2RwFo57JjznjveEqvBuRJX,https://api.spotify.com/v1/tracks/2RwFo57JjznjveEqvBuRJX,https://api.spotify.com/v1/audio-analysis/2RwFo57JjznjveEqvBuRJX,351720.0,4.0,18:52:11,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,0iWTOUzcgkjDTG6AlOWrz5,This Is Why I'm Hot - Blackout Remix; Feat. Cham And Junior Reid,MIMS Featuring Cham And Junior Reid,,27,spotify:track:0iWTOUzcgkjDTG6AlOWrz5,2016-12-28T18:56:28Z,0.733,0.617,1.0,-4.264,1.0,0.493,0.441,0.0,0.103,0.58,80.106,audio_features,0iWTOUzcgkjDTG6AlOWrz5,spotify:track:0iWTOUzcgkjDTG6AlOWrz5,https://api.spotify.com/v1/tracks/0iWTOUzcgkjDTG6AlOWrz5,https://api.spotify.com/v1/audio-analysis/0iWTOUzcgkjDTG6AlOWrz5,217640.0,4.0,18:56:28,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,6SmPPtaMnfxgz5duA6t9Cu,Throw Some D's,Rich Boy,Polow Da Don,57,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,2016-12-28T18:58:29Z,0.698,0.863,11.0,-5.292,1.0,0.489,0.0408,0.0,0.0758,0.414,160.894,audio_features,6SmPPtaMnfxgz5duA6t9Cu,spotify:track:6SmPPtaMnfxgz5duA6t9Cu,https://api.spotify.com/v1/tracks/6SmPPtaMnfxgz5duA6t9Cu,https://api.spotify.com/v1/audio-analysis/6SmPPtaMnfxgz5duA6t9Cu,263920.0,4.0,18:58:29,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,1Zk1RUC3Lazme2erBiixIS,Walk It Out,OutKast,"Jim Jones, Unk",35,spotify:track:1Zk1RUC3Lazme2erBiixIS,2016-12-28T18:58:51Z,0.713,0.729,11.0,-5.781,1.0,0.304,0.201,0.0,0.415,0.629,80.138,audio_features,1Zk1RUC3Lazme2erBiixIS,spotify:track:1Zk1RUC3Lazme2erBiixIS,https://api.spotify.com/v1/tracks/1Zk1RUC3Lazme2erBiixIS,https://api.spotify.com/v1/audio-analysis/1Zk1RUC3Lazme2erBiixIS,200972.0,4.0,18:58:51,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,6zGZZcHFFiBPENYCO0xyFc,Party Like A Rock Star (Remix) feat. Chamillionaire & Lil Wayne - Remix,Shop Boyz,"Lil Wayne, Chamillionaire",38,spotify:track:6zGZZcHFFiBPENYCO0xyFc,2016-12-28T18:59:09Z,0.654,0.696,11.0,-4.694,0.0,0.152,0.0143,0.0,0.255,0.64,146.052,audio_features,6zGZZcHFFiBPENYCO0xyFc,spotify:track:6zGZZcHFFiBPENYCO0xyFc,https://api.spotify.com/v1/tracks/6zGZZcHFFiBPENYCO0xyFc,https://api.spotify.com/v1/audio-analysis/6zGZZcHFFiBPENYCO0xyFc,246720.0,4.0,18:59:09,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,09lqmgrszQIGrS5tFlrmhE,Duffle Bag Boy,Playa Circle,Lil Wayne,50,spotify:track:09lqmgrszQIGrS5tFlrmhE,2016-12-28T18:59:47Z,0.66,0.65,1.0,-10.516,0.0,0.227,0.0543,0.0,0.237,0.685,143.922,audio_features,09lqmgrszQIGrS5tFlrmhE,spotify:track:09lqmgrszQIGrS5tFlrmhE,https://api.spotify.com/v1/tracks/09lqmgrszQIGrS5tFlrmhE,https://api.spotify.com/v1/audio-analysis/09lqmgrszQIGrS5tFlrmhE,238387.0,4.0,18:59:47,2016-12-28,18,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,2Ks9TtFe2AD6kK2GX211Ie,I'm So Hood,DJ Khaled,,50,spotify:track:2Ks9TtFe2AD6kK2GX211Ie,2016-12-28T19:00:18Z,0.711,0.885,9.0,-3.178,0.0,0.0804,0.0199,0.0,0.247,0.514,130.954,audio_features,2Ks9TtFe2AD6kK2GX211Ie,spotify:track:2Ks9TtFe2AD6kK2GX211Ie,https://api.spotify.com/v1/tracks/2Ks9TtFe2AD6kK2GX211Ie,https://api.spotify.com/v1/audio-analysis/2Ks9TtFe2AD6kK2GX211Ie,255400.0,4.0,19:00:18,2016-12-28,19,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,74OqjT3PMVWlZAyqUt4FgG,We Takin' Over,DJ Khaled,,59,spotify:track:74OqjT3PMVWlZAyqUt4FgG,2016-12-28T19:00:35Z,0.767,0.872,10.0,-4.25,0.0,0.0761,0.153,0.0,0.518,0.565,112.6,audio_features,74OqjT3PMVWlZAyqUt4FgG,spotify:track:74OqjT3PMVWlZAyqUt4FgG,https://api.spotify.com/v1/tracks/74OqjT3PMVWlZAyqUt4FgG,https://api.spotify.com/v1/audio-analysis/74OqjT3PMVWlZAyqUt4FgG,263280.0,4.0,19:00:35,2016-12-28,19,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,2bQdgtO42TfS37YWupeMrr,Int'l Players Anthem (I Choose You),UGK,OutKast,61,spotify:track:2bQdgtO42TfS37YWupeMrr,2016-12-28T19:01:46Z,0.697,0.681,4.0,-5.084,0.0,0.219,0.0598,0.0,0.301,0.82,77.847,audio_features,2bQdgtO42TfS37YWupeMrr,spotify:track:2bQdgtO42TfS37YWupeMrr,https://api.spotify.com/v1/tracks/2bQdgtO42TfS37YWupeMrr,https://api.spotify.com/v1/audio-analysis/2bQdgtO42TfS37YWupeMrr,258987.0,4.0,19:01:46,2016-12-28,19,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,72by3Re4C3eVEBXvsUo0zV,Green Light (feat. André 3000),John Legend,André 3000,58,spotify:track:72by3Re4C3eVEBXvsUo0zV,2016-12-28T19:03:14Z,0.622,0.882,9.0,-5.59,0.0,0.119,0.0912,0.0,0.216,0.762,77.506,audio_features,72by3Re4C3eVEBXvsUo0zV,spotify:track:72by3Re4C3eVEBXvsUo0zV,https://api.spotify.com/v1/tracks/72by3Re4C3eVEBXvsUo0zV,https://api.spotify.com/v1/audio-analysis/72by3Re4C3eVEBXvsUo0zV,284187.0,4.0,19:03:14,2016-12-28,19,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,1qhgBzRH0jOzoVZJ2K1hDn,Royal Flush,Big Boi,"André 3000, Raekwon",36,spotify:track:1qhgBzRH0jOzoVZJ2K1hDn,2016-12-28T19:03:33Z,0.719,0.671,11.0,-6.881,1.0,0.404,0.175,0.0,0.133,0.704,94.983,audio_features,1qhgBzRH0jOzoVZJ2K1hDn,spotify:track:1qhgBzRH0jOzoVZJ2K1hDn,https://api.spotify.com/v1/tracks/1qhgBzRH0jOzoVZJ2K1hDn,https://api.spotify.com/v1/audio-analysis/1qhgBzRH0jOzoVZJ2K1hDn,195360.0,4.0,19:03:33,2016-12-28,19,3,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,2TPfm1EZqr5O5KFfvQtkcT,Brown Paper Bag,DJ Khaled,,38,spotify:track:2TPfm1EZqr5O5KFfvQtkcT,2016-12-29T15:05:30Z,0.656,0.808,7.0,-3.883,0.0,0.278,0.128,0.0,0.625,0.386,100.422,audio_features,2TPfm1EZqr5O5KFfvQtkcT,spotify:track:2TPfm1EZqr5O5KFfvQtkcT,https://api.spotify.com/v1/tracks/2TPfm1EZqr5O5KFfvQtkcT,https://api.spotify.com/v1/audio-analysis/2TPfm1EZqr5O5KFfvQtkcT,297867.0,4.0,15:05:30,2016-12-29,15,4,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,0tddbu48zc1Q8fxkgYLxc3,Girl's Around The World - Radio Version,Lloyd,Lil Wayne,26,spotify:track:0tddbu48zc1Q8fxkgYLxc3,2016-12-29T19:33:51Z,0.731,0.8,7.0,-9.954,1.0,0.128,0.0241,0.000499,0.224,0.565,97.594,audio_features,0tddbu48zc1Q8fxkgYLxc3,spotify:track:0tddbu48zc1Q8fxkgYLxc3,https://api.spotify.com/v1/tracks/0tddbu48zc1Q8fxkgYLxc3,https://api.spotify.com/v1/audio-analysis/0tddbu48zc1Q8fxkgYLxc3,234747.0,4.0,19:33:51,2016-12-29,19,4,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,6m1sJMWeAkCG5eECKaGFew,Can't Believe It,T-Pain,Lil Wayne,60,spotify:track:6m1sJMWeAkCG5eECKaGFew,2016-12-29T19:34:32Z,0.578,0.546,10.0,-8.149,0.0,0.0552,0.0024,0.0,0.0908,0.0819,120.818,audio_features,6m1sJMWeAkCG5eECKaGFew,spotify:track:6m1sJMWeAkCG5eECKaGFew,https://api.spotify.com/v1/tracks/6m1sJMWeAkCG5eECKaGFew,https://api.spotify.com/v1/audio-analysis/6m1sJMWeAkCG5eECKaGFew,275933.0,5.0,19:34:32,2016-12-29,19,4,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,1A35w9OSTTVXw3c6tj6AiV,Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,,2,spotify:track:1A35w9OSTTVXw3c6tj6AiV,2016-12-29T19:34:55Z,0.58,0.817,4.0,-5.009,1.0,0.214,0.00163,0.0,0.118,0.238,89.008,audio_features,1A35w9OSTTVXw3c6tj6AiV,spotify:track:1A35w9OSTTVXw3c6tj6AiV,https://api.spotify.com/v1/tracks/1A35w9OSTTVXw3c6tj6AiV,https://api.spotify.com/v1/audio-analysis/1A35w9OSTTVXw3c6tj6AiV,327667.0,4.0,19:34:55,2016-12-29,19,4,12
0dO0GyAp8BJIjmkjI5JgZp,Hip-Hop: 2007 - 2014,spotify:playlist:0dO0GyAp8BJIjmkjI5JgZp,6HSqyfGnsHYw9MmIpa9zlZ,Forever,Drake,"Kanye West, Lil Wayne, Eminem",70,spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,2016-12-29T19:35:30Z,0.544,0.92,5.0,-1.474,0.0,0.277,0.244,0.0,0.19,0.519,105.307,audio_features,6HSqyfGnsHYw9MmIpa9zlZ,spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,https://api.spotify.com/v1/tracks/6HSqyfGnsHYw9MmIpa9zlZ,https://api.spotify.com/v1/audio-analysis/6HSqyfGnsHYw9MmIpa9zlZ,357347.0,5.0,19:35:30,2016-12-29,19,4,12
